employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-25813415,John,Lambert,Male,New York,New York City,2022-12-09,Marketing,SEO Specialist,Bachelor,83836,Good,Yes,1997-11-29,
00-97974419,Harold,Smith,Female,New York,Rochester,2022-09-27,Marketing,SEO Specialist,High School,78413,Good,Yes,2004-05-03,
00-55278396,Donald,Wood,Female,North Carolina,Greensboro,2018-07-22,Sales,Sales Consultant,PhD,114463,Good,No,1963-04-23,
00-35007366,Jacob,Scott,Female,New York,Rochester,2017-06-29,IT,Software Developer,Bachelor,83288,Good,No,1982-09-02,
00-75411700,Pamela,Neal,Female,New York,New York City,2023-02-18,Sales,Sales Specialist,Master,76454,Needs Improvement,No,1971-12-05,
00-71245697,Aaron,Wallace,Male,New York,Rochester,2022-02-05,Operations,Inventory Specialist,Bachelor,63749,Excellent,Yes,1993-12-13,
00-99659144,Laurie,Wilkinson,Male,New York,Buffalo,2023-03-29,IT,Software Developer,Master,97458,Satisfactory,Yes,1985-12-24,
00-79668788,Jennifer,Pierce,Male,New York,New York City,2017-03-12,Customer Service,Support Specialist,Bachelor,61993,Good,No,1980-02-01,
00-59046143,Jaime,Graves,Female,New York,New York City,2019-03-07,Operations,Inventory Specialist,High School,57621,Good,Yes,1987-09-15,
00-13411007,Corey,Pope,Male,New York,New York City,2024-10-08,Marketing,Marketing Coordinator,Bachelor,75401,Good,No,1980-07-08,
00-26942058,Donna,Jones,Male,New York,Buffalo,2016-12-18,IT,IT Support Specialist,Bachelor,71108,Satisfactory,No,1987-02-09,
00-71395676,Renee,Floyd,Female,New York,Buffalo,2023-07-22,Operations,Inventory Specialist,High School,60823,Satisfactory,No,1988-07-19,
00-26143405,Ashley,Burns,Female,New York,Buffalo,2020-01-02,Sales,Sales Specialist,Bachelor,66963,Good,Yes,1990-06-09,
00-49689985,Gina,Cunningham,Male,New York,Rochester,2016-06-17,Customer Service,Support Specialist,High School,66093,Excellent,No,1963-08-18,
00-56657336,Daniel,Rodriguez,Female,North Carolina,Raleigh,2018-06-19,IT,IT Support Specialist,Bachelor,64514,Good,No,1970-09-17,
00-68540955,Jason,Watson,Male,New York,Buffalo,2020-08-01,Sales,Sales Representative,Bachelor,63681,Good,Yes,1995-07-28,
00-21135674,Andrea,Cross,Male,Michigan,Warren,2024-12-08,Sales,Sales Representative,Bachelor,63330,Good,No,1976-08-01,
00-77742871,Lawrence,Brady,Male,New York,New York City,2017-09-26,Customer Service,Support Specialist,Bachelor,58983,Satisfactory,No,2005-01-31,
00-78572457,Teresa,Jackson,Female,New York,New York City,2017-09-26,Operations,Inventory Specialist,Bachelor,58592,Needs Improvement,Yes,1963-04-14,
00-39777154,Clinton,Hawkins,Female,New York,Rochester,2023-01-18,IT,IT Support Specialist,Bachelor,53875,Needs Improvement,Yes,1997-12-16,
00-36665991,Jeanne,Christensen,Female,New York,New York City,2022-10-28,Sales,Sales Specialist,Bachelor,60646,Good,No,1980-06-07,
00-57504552,Matthew,Young,Female,New York,Rochester,2020-07-26,Operations,Inventory Specialist,Bachelor,59657,Good,No,1977-12-03,
00-30370384,Kathy,Lyons,Female,Michigan,Detroit,2020-11-29,Operations,Logistics Coordinator,Bachelor,58973,Good,No,1983-05-29,
00-81210764,Jason,Kelley,Male,New York,New York City,2020-05-25,Customer Service,Customer Service Representative,Bachelor,63468,Needs Improvement,No,1961-08-29,
00-81559021,Charlotte,Moore,Male,Michigan,Detroit,2018-12-19,IT,IT Support Specialist,Bachelor,66930,Satisfactory,No,1997-09-08,
00-40926924,Bonnie,Nolan,Female,New York,New York City,2022-11-09,Operations,Logistics Coordinator,Bachelor,59269,Excellent,Yes,1983-02-08,
00-81252175,William,Rivera,Male,North Carolina,Charlotte,2017-12-09,Sales,Sales Specialist,Bachelor,72541,Good,No,1977-05-02,
00-31307037,Larry,Brown,Male,Pennsylvania,Allentown,2016-02-07,IT,Software Developer,Master,89340,Needs Improvement,Yes,1963-01-18,
00-32231222,Wendy,Taylor,Female,Pennsylvania,Allentown,2021-10-08,Operations,Operations Analyst,Master,60271,Good,No,1994-05-19,
00-92971287,Karen,Martin,Female,Pennsylvania,Philadelphia,2017-01-21,Operations,Inventory Specialist,High School,55366,Good,No,1987-10-27,
00-30407950,Gregory,Lewis,Male,New York,Buffalo,2020-04-24,Marketing,SEO Specialist,Bachelor,65199,Excellent,Yes,1971-11-20,
00-91827925,Amanda,Garrett,Male,Illinois,Aurora,2019-11-22,Marketing,Content Creator,High School,66799,Good,No,1966-01-17,
00-37138304,Tiffany,Taylor,Female,New York,Rochester,2017-03-02,Sales,Sales Consultant,Bachelor,66525,Good,No,1967-02-23,
00-63804242,Brian,Davis,Female,New York,New York City,2017-04-19,IT,IT Support Specialist,High School,58156,Satisfactory,No,1984-04-02,
00-80027906,Tony,Ramirez,Female,Michigan,Grand Rapids,2024-03-23,Customer Service,Customer Service Representative,Bachelor,52660,Needs Improvement,No,1993-08-14,
00-73960898,Jessica,Middleton,Male,New York,Buffalo,2019-12-01,Operations,Logistics Coordinator,Bachelor,61071,Good,No,1995-02-06,
00-28269700,Alicia,Rodriguez,Male,New York,Rochester,2022-06-13,Operations,Operations Analyst,Bachelor,86758,Good,Yes,1981-01-10,
00-50264407,Terri,Frye,Male,New York,Buffalo,2015-08-13,Operations,Logistics Coordinator,Bachelor,64367,Satisfactory,Yes,1972-07-05,
00-43732839,Carrie,Gonzalez,Female,Michigan,Detroit,2022-01-04,Sales,Sales Representative,Bachelor,69055,Satisfactory,No,1973-10-31,
00-99673571,Emily,Fitzgerald,Female,New York,Buffalo,2018-10-13,Customer Service,Help Desk Technician,High School,73220,Excellent,No,1981-04-27,
00-92291206,Alexander,Johnson,Female,Michigan,Grand Rapids,2020-03-21,Operations,Logistics Coordinator,Bachelor,59483,Excellent,No,2004-01-03,
00-18967731,Tiffany,Hill,Male,New York,Buffalo,2016-10-04,Sales,Sales Representative,Bachelor,67961,Satisfactory,No,1981-10-12,
00-65079671,Heather,Robinson,Female,New York,Buffalo,2017-02-20,Operations,Inventory Specialist,Bachelor,58353,Good,No,1979-10-30,
00-74549616,David,Gonzales,Female,New York,Rochester,2023-05-20,IT,IT Support Specialist,Bachelor,58910,Good,No,1992-03-21,
00-42542841,Melissa,Martinez,Female,New York,New York City,2019-12-07,Finance,Accounts Payable Specialist,Bachelor,54373,Needs Improvement,No,1995-01-18,
00-31400078,Dakota,Watson,Female,New York,New York City,2021-03-17,Operations,Logistics Coordinator,Bachelor,56171,Good,No,1999-12-10,
00-62479086,Blake,Frank,Male,New York,Buffalo,2020-02-20,Operations,Inventory Specialist,High School,63408,Satisfactory,No,1990-03-13,
00-43362943,Wesley,Butler,Male,New York,Buffalo,2023-12-11,Operations,Operations Analyst,Bachelor,68204,Good,No,1961-06-11,
00-19466596,Brandon,King,Female,New York,New York City,2017-03-18,Sales,Sales Representative,Bachelor,73708,Good,No,1972-07-27,
00-47073335,Aaron,Joyce,Male,New York,Rochester,2017-01-23,Sales,Sales Representative,Bachelor,83309,Satisfactory,Yes,1960-09-25,
00-63880436,Maxwell,Mcguire,Female,New York,Buffalo,2016-03-30,Customer Service,Customer Service Representative,High School,55094,Good,Yes,1984-09-19,
00-88642156,Sarah,Gonzales,Female,Illinois,Chicago,2024-06-27,Customer Service,Customer Service Representative,High School,62096,Satisfactory,No,1963-07-09,
00-30380452,Michael,Leach,Male,New York,Buffalo,2017-02-07,Marketing,Content Creator,Bachelor,63523,Good,No,2003-02-02,
00-29113736,Cheryl,Walker,Male,New York,Rochester,2022-10-26,Operations,Inventory Specialist,Bachelor,63939,Excellent,No,1999-08-07,
00-53952205,Chad,Johnson,Female,Michigan,Grand Rapids,2015-03-04,Sales,Sales Representative,Bachelor,63617,Good,No,1992-12-18,
00-25742667,Vicki,Davis,Male,New York,New York City,2020-09-22,Operations,Inventory Specialist,High School,56647,Good,Yes,1982-12-14,
00-80362430,Nicole,Jennings,Female,Michigan,Detroit,2016-10-15,Sales,Sales Specialist,Bachelor,64004,Needs Improvement,No,1990-04-01,
00-94361980,Charles,Evans,Male,New York,Rochester,2020-12-02,Operations,Operations Analyst,Master,81530,Good,No,1975-08-17,
00-41162829,Cathy,Valencia,Male,New York,Rochester,2022-03-03,Sales,Sales Consultant,Bachelor,79327,Good,Yes,1973-07-25,
00-50107238,Brandi,Sosa,Female,New York,Buffalo,2023-03-26,Sales,Sales Consultant,PhD,95224,Good,No,1963-04-10,
00-82646617,David,Glover,Male,New York,New York City,2022-04-13,Operations,Logistics Coordinator,Bachelor,64443,Excellent,No,2004-01-15,
00-70984164,John,Sanford,Female,Michigan,Grand Rapids,2017-07-30,Operations,Inventory Specialist,High School,57328,Satisfactory,Yes,1978-12-27,
00-55818870,Lori,Jones,Female,Illinois,Chicago,2023-05-31,Sales,Sales Specialist,Bachelor,62403,Good,No,1994-04-01,
00-15499119,Philip,Hernandez,Male,New York,Rochester,2018-02-01,Operations,Logistics Coordinator,Bachelor,69432,Satisfactory,No,1991-03-11,
00-44286237,Laurie,Harris,Male,Virginia,Norfolk,2016-02-16,Customer Service,Support Specialist,High School,57734,Good,No,1990-07-06,
00-72616017,Robert,Smith,Male,New York,New York City,2019-01-22,Operations,Logistics Coordinator,Bachelor,70774,Good,No,1988-01-17,
00-32609782,Michael,Grant,Male,New York,Buffalo,2023-05-24,IT,Software Developer,Master,102889,Satisfactory,No,1986-12-11,
00-75404850,Tanya,Butler,Male,Michigan,Warren,2022-12-19,Sales,Sales Specialist,Bachelor,89936,Satisfactory,No,1996-10-18,
00-40149786,Phillip,Finley,Female,Illinois,Chicago,2020-12-06,Operations,Logistics Coordinator,Bachelor,60722,Good,Yes,1997-10-22,
00-21888060,Patricia,Reyes,Male,New York,Rochester,2024-09-29,Operations,Inventory Specialist,Bachelor,62376,Good,Yes,1973-04-19,
00-90975711,Phillip,Hernandez,Male,New York,Rochester,2024-08-09,IT,System Administrator,Bachelor,105693,Good,No,1987-05-10,
00-58660554,William,Long,Male,New York,Rochester,2017-05-21,IT,Software Developer,Bachelor,108070,Satisfactory,Yes,2005-06-26,
00-99242791,Bruce,Perkins,Male,New York,New York City,2020-10-29,Operations,Logistics Coordinator,Bachelor,64807,Good,No,2003-06-30,
00-68046122,Kathryn,Scott,Female,New York,New York City,2019-09-12,Customer Service,Help Desk Technician,Bachelor,87079,Good,Yes,1976-07-13,
00-95638951,Barry,Sanford,Male,New York,New York City,2016-06-01,Marketing,Content Creator,High School,58705,Satisfactory,Yes,1974-03-28,
00-47608285,Tina,Cohen,Male,Michigan,Detroit,2023-08-23,Operations,Inventory Specialist,Bachelor,69982,Good,No,2001-07-08,
00-47026058,Kayla,Love,Male,Florida,Orlando,2023-08-09,IT,IT Support Specialist,High School,59902,Satisfactory,Yes,1974-09-10,
00-95934970,Robert,Smith,Male,New York,New York City,2020-09-08,Operations,Logistics Coordinator,Bachelor,65514,Good,Yes,1983-12-15,
00-66323846,Cassandra,Jackson,Male,New York,Buffalo,2022-03-15,Operations,Operations Analyst,Bachelor,70008,Good,Yes,1971-11-10,
00-43722078,David,Jackson,Female,New York,New York City,2024-02-22,Customer Service,Customer Service Representative,Bachelor,59606,Good,No,2000-01-25,
00-21152602,Ryan,Flowers,Male,New York,Rochester,2015-02-04,Operations,Logistics Coordinator,Bachelor,68748,Satisfactory,No,2001-01-20,
00-75169251,Kenneth,Thomas,Male,New York,Rochester,2017-03-26,Operations,Inventory Specialist,High School,59332,Satisfactory,Yes,1992-01-05,
00-76434565,Kristi,Wade,Male,New York,Rochester,2017-12-24,Operations,Inventory Specialist,High School,63791,Good,No,1993-08-24,
00-68219225,Maria,Cooper,Male,New York,New York City,2022-09-12,Finance,Financial Analyst,PhD,71220,Good,Yes,1980-11-01,
00-23954006,Angela,Flores,Female,Ohio,Columbus,2024-09-18,Customer Service,Support Specialist,Bachelor,60137,Satisfactory,No,1976-03-30,
00-75479724,Edward,Shelton,Male,New York,Rochester,2020-11-26,Customer Service,Customer Service Representative,Bachelor,61320,Excellent,Yes,1998-07-15,
00-85916242,William,Mercado,Male,New York,Rochester,2018-01-16,Sales,Sales Representative,Bachelor,76319,Good,No,1992-09-09,
00-79654542,Amanda,Vasquez,Male,Virginia,Richmond,2023-08-19,Customer Service,Help Desk Technician,Bachelor,62339,Excellent,Yes,1987-01-10,
00-99597988,Stephanie,Williamson,Male,New York,Buffalo,2018-10-15,Operations,Operations Analyst,Bachelor,86524,Needs Improvement,No,1999-12-12,
00-90753748,Cindy,Russell,Female,New York,New York City,2016-09-05,Operations,Logistics Coordinator,Bachelor,59361,Good,Yes,2000-02-26,
00-96258750,John,Collins,Male,New York,New York City,2024-11-14,Customer Service,Help Desk Technician,High School,61190,Good,No,1988-02-13,
00-87259150,Jennifer,Barrett,Female,New York,Rochester,2016-08-09,Finance,Accountant,Bachelor,77371,Satisfactory,No,1996-06-28,
00-42026271,Felicia,Baker,Male,New York,Rochester,2018-03-20,Sales,Sales Consultant,Bachelor,79029,Good,Yes,1996-01-02,
00-91041439,Anita,Ballard,Male,New York,New York City,2019-12-11,Finance,Financial Analyst,Bachelor,72370,Good,Yes,1999-10-28,
00-62847572,Dennis,Sheppard,Female,New York,Buffalo,2022-04-20,Sales,Sales Manager,PhD,90004,Excellent,No,1979-01-26,
00-15350579,Stacey,Dickson,Female,New York,Buffalo,2018-03-14,Operations,Inventory Specialist,Bachelor,62219,Good,No,1974-01-14,
00-69088694,Pamela,Estrada,Female,New York,New York City,2023-05-22,Operations,Inventory Specialist,Bachelor,62995,Good,Yes,1974-07-14,
00-86953052,Amanda,Walker,Female,New York,New York City,2023-04-12,Customer Service,Help Desk Technician,Bachelor,60795,Good,No,1997-09-18,
00-15003131,Stacy,Avery,Female,New York,Buffalo,2024-01-14,Sales,Sales Representative,Bachelor,67367,Good,No,1977-03-12,
00-94304617,Lisa,Allen,Female,Michigan,Warren,2022-01-31,Sales,Sales Consultant,PhD,107947,Good,Yes,1994-04-11,
00-67954859,Jasmine,Diaz,Female,New York,Buffalo,2022-09-17,Sales,Sales Specialist,PhD,68942,Satisfactory,No,1970-08-06,
00-13441419,Allison,Sullivan,Male,New York,New York City,2017-05-26,Sales,Sales Specialist,Master,77727,Good,Yes,1999-02-18,
00-34258202,Tina,Adams,Female,New York,New York City,2015-12-02,Customer Service,Support Specialist,Bachelor,60297,Good,No,2002-04-08,
00-54152565,Steven,Luna,Female,New York,New York City,2016-12-21,Customer Service,Support Specialist,Bachelor,55855,Good,Yes,1971-03-31,
00-65317019,Hannah,Leonard,Male,New York,New York City,2023-07-13,Operations,Logistics Coordinator,Bachelor,63994,Excellent,No,1995-05-12,
00-71286924,Mark,Chavez,Female,Michigan,Detroit,2023-08-16,Operations,Inventory Specialist,High School,53189,Good,Yes,2003-02-27,
00-44026103,Jennifer,Le,Male,New York,Buffalo,2018-04-15,Operations,Inventory Specialist,High School,67523,Satisfactory,No,1974-04-06,
00-56177572,Jennifer,Bender,Male,North Carolina,Charlotte,2018-12-22,Sales,Sales Specialist,PhD,64156,Good,No,1996-02-08,
00-43380094,Cynthia,Arroyo,Female,New York,New York City,2017-05-21,IT,IT Support Specialist,Bachelor,64780,Good,No,1975-09-17,
00-16415488,Tammy,Kim,Female,New York,New York City,2018-08-08,Operations,Operations Analyst,Master,57955,Excellent,No,1997-05-28,
00-95202397,Thomas,Vincent,Male,New York,Buffalo,2017-06-02,Customer Service,Help Desk Technician,High School,61728,Needs Improvement,No,1983-11-16,
00-31554308,Paul,Chandler,Male,New York,New York City,2017-10-29,Customer Service,Support Specialist,High School,57893,Satisfactory,No,1978-09-23,
00-83454371,Wesley,Rivers,Male,New York,Rochester,2021-01-25,Marketing,Content Creator,Bachelor,70497,Satisfactory,No,1965-12-04,
00-63864375,Ryan,Bullock,Male,New York,Buffalo,2022-02-19,IT,System Administrator,Bachelor,106527,Excellent,Yes,1982-06-14,
00-33093235,Christian,Cooper,Male,New York,Rochester,2023-05-24,Operations,Logistics Coordinator,Bachelor,65724,Satisfactory,Yes,1998-04-24,
00-21927856,Andrew,Wolfe,Female,New York,New York City,2018-01-04,Operations,Logistics Coordinator,Bachelor,60403,Good,Yes,1999-10-27,
00-92732173,Ashley,Schaefer,Male,Michigan,Warren,2020-12-29,IT,Software Developer,Bachelor,90394,Good,No,1983-11-11,
00-40544052,Christine,Case,Male,New York,New York City,2018-07-17,Sales,Sales Specialist,Bachelor,76281,Good,No,1972-10-24,
00-51048501,Christopher,Peterson,Male,New York,Rochester,2016-10-22,Marketing,SEO Specialist,Bachelor,71987,Satisfactory,No,1971-12-12,
00-22137642,Raymond,Thomas,Male,Pennsylvania,Philadelphia,2021-11-02,Operations,Logistics Coordinator,Bachelor,71898,Good,No,1980-08-16,
00-51999994,Shelby,Johnston,Male,New York,New York City,2021-06-04,Operations,Logistics Coordinator,Bachelor,63914,Good,No,1972-10-06,
00-95828882,Kevin,Griffin,Female,New York,Rochester,2017-02-13,Operations,Logistics Coordinator,Bachelor,60157,Good,No,1979-08-29,
00-61364639,Melissa,Allen,Male,New York,New York City,2017-06-26,IT,Software Developer,Bachelor,112242,Excellent,Yes,1987-03-12,
00-75154738,Molly,Hill,Male,New York,New York City,2018-04-04,IT,IT Support Specialist,Bachelor,60953,Good,Yes,1991-09-20,
00-68756373,Micheal,Love,Female,New York,Rochester,2023-02-16,IT,Software Developer,Bachelor,83866,Good,No,2004-08-22,
00-31369793,Joseph,Cruz,Female,New York,Rochester,2024-12-28,IT,Software Developer,Master,94122,Good,No,1979-08-22,
00-53320084,Lisa,Williams,Female,Virginia,Richmond,2015-09-17,Sales,Sales Specialist,Master,88808,Needs Improvement,No,2001-10-13,
00-35473149,Stephanie,Curtis,Female,New York,New York City,2020-08-14,Operations,Logistics Coordinator,Bachelor,63503,Satisfactory,Yes,1975-05-06,
00-77930179,James,Sparks,Male,New York,Rochester,2022-03-03,Marketing,Marketing Coordinator,Bachelor,63285,Good,No,1989-06-12,
00-85227062,Shelley,Velasquez,Female,New York,Buffalo,2017-04-27,Customer Service,Help Desk Technician,High School,56532,Satisfactory,Yes,1996-08-22,
00-85151359,Kimberly,Mercado,Female,New York,Buffalo,2020-03-23,Finance,Accountant,Bachelor,55053,Satisfactory,No,1971-01-11,
00-63414794,Jennifer,Brown,Male,New York,New York City,2021-08-09,Customer Service,Customer Service Representative,Bachelor,68409,Needs Improvement,No,1969-04-12,
00-20191870,Robert,Barrett,Male,Michigan,Detroit,2017-06-27,Customer Service,Customer Service Representative,High School,57822,Excellent,No,2005-02-09,
00-22152370,Jeremy,Woodward,Male,New York,New York City,2022-09-22,Marketing,Content Creator,High School,64092,Needs Improvement,No,2001-02-15,
00-99011879,Rebecca,Johnson,Female,Ohio,Cincinnati,2019-09-08,Operations,Logistics Coordinator,Bachelor,61551,Good,No,1962-08-31,
00-45348929,Gina,Martinez,Male,Michigan,Grand Rapids,2017-07-26,Marketing,Marketing Manager,PhD,105141,Good,Yes,1970-11-27,
00-55656032,Lynn,Gillespie,Female,New York,New York City,2020-02-25,IT,Software Developer,Bachelor,82707,Good,No,1989-04-24,
00-63251788,Sarah,Miller,Female,New York,Buffalo,2017-10-11,Sales,Sales Consultant,Master,82634,Good,No,1976-07-04,
00-61706059,Ana,Davis,Female,North Carolina,Charlotte,2016-12-28,IT,IT Support Specialist,High School,59264,Good,Yes,2000-04-17,
00-49448235,Angela,Flores,Male,Ohio,Cincinnati,2021-03-23,Marketing,Content Creator,High School,65518,Needs Improvement,No,2002-05-22,
00-21034254,Michael,Montes,Male,New York,Buffalo,2018-04-19,Sales,Sales Consultant,Master,93226,Good,Yes,1971-10-28,
00-40175481,Jocelyn,Thompson,Male,New York,New York City,2019-12-12,Sales,Sales Representative,Bachelor,62224,Good,Yes,1989-04-04,
00-15472438,Rebecca,Salinas,Male,New York,New York City,2017-04-11,Operations,Logistics Coordinator,Bachelor,59608,Needs Improvement,No,2001-07-19,
00-30805333,Joseph,Frazier,Female,New York,Rochester,2022-12-12,IT,IT Support Specialist,High School,66101,Good,Yes,1964-03-08,
00-46747243,Erika,Williams,Female,New York,Rochester,2015-07-13,Operations,Operations Analyst,Bachelor,53755,Good,No,2001-04-14,
00-40127665,James,Hanna,Male,Illinois,Aurora,2023-12-04,IT,System Administrator,Bachelor,72004,Excellent,Yes,2001-03-29,
00-39390348,Deborah,Cabrera,Male,New York,Buffalo,2017-01-10,Sales,Sales Representative,Bachelor,75218,Excellent,No,1973-07-05,
00-40310745,Heather,Jenkins,Female,Michigan,Grand Rapids,2019-05-13,Sales,Sales Specialist,Master,83146,Good,No,1989-03-13,
00-38986747,Nancy,Hoover,Female,Michigan,Warren,2017-03-28,Marketing,SEO Specialist,High School,84346,Excellent,No,1972-11-07,
00-49834900,Rebecca,Ford,Female,New York,New York City,2017-02-21,Operations,Operations Analyst,Bachelor,65062,Satisfactory,No,1988-08-29,
00-12788232,Barbara,Ross,Female,New York,Buffalo,2023-05-06,Operations,Inventory Specialist,High School,60639,Satisfactory,No,1979-08-16,
00-74863842,Richard,Lee,Female,New York,Buffalo,2023-01-02,Operations,Logistics Coordinator,Bachelor,59967,Satisfactory,No,1969-03-27,
00-65636716,Daniel,Bartlett,Female,New York,New York City,2020-09-07,Customer Service,Support Specialist,Bachelor,66493,Good,No,1974-03-19,
00-86247172,Maria,Buckley,Female,New York,New York City,2017-09-02,Operations,Inventory Specialist,Bachelor,60678,Satisfactory,No,1989-11-24,
00-34972287,Isabella,Ochoa,Male,New York,Rochester,2023-11-12,Customer Service,Support Specialist,Bachelor,61295,Satisfactory,No,1978-07-24,
00-87966489,Scott,Herrera,Female,New York,Buffalo,2019-01-10,IT,Software Developer,Master,80428,Needs Improvement,No,2005-07-13,
00-87236512,Sara,Richardson,Male,New York,Rochester,2023-09-10,Customer Service,Help Desk Technician,Bachelor,77336,Excellent,No,1971-06-05,
00-61956191,April,Riggs,Male,New York,New York City,2022-01-15,Operations,Operations Analyst,Master,69477,Satisfactory,No,1992-10-06,
00-58851081,Anthony,Hernandez,Female,New York,Rochester,2023-11-29,Operations,Logistics Coordinator,Bachelor,59849,Satisfactory,No,1988-12-13,
00-45374067,Faith,Blair,Female,New York,New York City,2019-01-26,Sales,Sales Representative,Bachelor,66146,Needs Improvement,No,1990-07-15,
00-58924311,Kyle,Flores,Female,New York,Buffalo,2023-09-15,Finance,Accounts Payable Specialist,Bachelor,55688,Good,No,1986-11-07,
00-41501680,Melanie,Lee,Male,New York,Buffalo,2018-06-15,Operations,Logistics Coordinator,Bachelor,65874,Satisfactory,Yes,1974-07-16,
00-57925684,Anthony,Turner,Male,New York,Buffalo,2016-08-10,IT,Software Developer,Master,88793,Good,No,2004-01-05,
00-28051318,Heather,Martinez,Male,New York,Rochester,2018-12-23,Sales,Sales Consultant,Bachelor,82590,Satisfactory,No,1964-04-14,
00-43137733,Jeff,Sanders,Female,Michigan,Warren,2023-11-10,Customer Service,Help Desk Technician,High School,55955,Good,No,2002-01-25,
00-87706490,Courtney,Miller,Male,New York,Rochester,2016-03-04,Sales,Sales Representative,Bachelor,72759,Good,No,1982-07-13,
00-78109300,Rebekah,Gonzalez,Female,Michigan,Warren,2022-03-18,Marketing,Content Creator,Bachelor,56622,Good,Yes,1994-02-12,
00-81854791,Nicholas,Reed,Female,Virginia,Norfolk,2018-10-03,IT,System Administrator,Master,89443,Needs Improvement,No,1999-11-13,
00-91079800,Eric,Rowe,Male,Virginia,Norfolk,2017-03-10,IT,IT Support Specialist,High School,57440,Satisfactory,No,1989-04-18,
00-56753777,Rebecca,Johnson,Female,Ohio,Columbus,2022-09-08,Sales,Sales Representative,Bachelor,53151,Good,No,2004-07-20,
00-96565865,Jacob,Barber,Female,New York,Buffalo,2024-11-28,Marketing,Marketing Manager,Bachelor,94238,Good,Yes,1978-10-20,
00-40059912,Todd,Sanchez,Female,New York,New York City,2019-02-19,Customer Service,Customer Service Representative,High School,59087,Satisfactory,No,1990-03-10,
00-87075758,Jennifer,Burch,Male,New York,New York City,2023-05-17,Operations,Inventory Specialist,High School,57081,Good,Yes,1995-08-28,
00-71772215,Margaret,Heath,Male,North Carolina,Charlotte,2021-09-23,Customer Service,Help Desk Technician,High School,71863,Satisfactory,No,1989-05-23,
00-76724054,Jason,Young,Male,New York,New York City,2020-03-06,Operations,Inventory Specialist,High School,60603,Satisfactory,No,1992-04-18,
00-18678217,Edward,Steele,Female,Pennsylvania,Pittsburgh,2024-11-12,Operations,Logistics Coordinator,Bachelor,59584,Good,Yes,1997-02-06,
00-32997024,Scott,Lyons,Female,New York,Rochester,2015-03-15,Sales,Sales Representative,Bachelor,72527,Good,No,1971-01-05,
00-70192392,Patricia,Morrison,Female,North Carolina,Raleigh,2020-03-08,Customer Service,Help Desk Technician,Bachelor,82161,Satisfactory,No,1995-01-01,
00-17723661,Aaron,Cox,Female,New York,New York City,2023-07-03,IT,Software Developer,Master,99841,Good,No,1984-10-21,
00-73971718,Hayley,Clayton,Female,New York,New York City,2023-10-31,Operations,Logistics Coordinator,Bachelor,54523,Satisfactory,Yes,1994-02-19,
00-29848134,Marie,Casey,Male,New York,Buffalo,2016-03-28,Sales,Sales Specialist,Bachelor,71462,Satisfactory,No,2003-09-10,
00-57568410,David,Henderson,Male,New York,New York City,2016-02-03,Finance,Financial Analyst,PhD,92932,Needs Improvement,No,1974-12-07,
00-47056223,William,Stanton,Male,New York,New York City,2020-07-01,Operations,Inventory Specialist,Bachelor,72403,Satisfactory,No,1974-11-21,
00-13701318,Randy,Solomon,Female,Michigan,Detroit,2022-08-03,Customer Service,Help Desk Technician,Bachelor,68221,Satisfactory,Yes,1984-06-28,
00-75875378,Theresa,Williams,Female,New York,Buffalo,2019-03-14,Sales,Sales Representative,Bachelor,63707,Good,Yes,1992-11-16,
00-27898844,Paul,Jimenez,Female,New York,Rochester,2024-02-16,Finance,Accountant,Bachelor,61708,Satisfactory,No,2003-04-05,
00-38884210,Kathy,Roman,Female,New York,Rochester,2022-11-19,Sales,Sales Specialist,Master,62326,Satisfactory,No,1972-04-10,
00-51584044,Melissa,James,Female,New York,Buffalo,2020-02-08,Marketing,Marketing Manager,Bachelor,95478,Good,No,1990-03-22,
00-50890916,Alexis,Martinez,Male,Michigan,Detroit,2018-06-03,Sales,Sales Representative,Bachelor,77213,Good,Yes,1985-09-09,
00-86484960,Cory,Newman,Female,New York,Rochester,2023-11-16,Operations,Logistics Coordinator,Bachelor,54657,Good,No,2002-03-08,
00-78176556,Tina,Walker,Female,North Carolina,Raleigh,2024-08-04,Sales,Sales Representative,Bachelor,55841,Good,No,1983-09-08,
00-29358634,Erica,Chen,Female,New York,Rochester,2022-03-13,Customer Service,Support Specialist,High School,53820,Good,No,2001-09-14,
00-88768688,Janice,Stuart,Female,New York,New York City,2018-07-11,Customer Service,Customer Service Manager,Bachelor,94352,Satisfactory,No,1996-01-10,
00-10909370,Elizabeth,Wilkinson,Female,North Carolina,Greensboro,2024-06-17,Customer Service,Support Specialist,Bachelor,68360,Good,Yes,1965-10-07,
00-17109636,Sandra,Gill,Female,New York,Buffalo,2022-07-27,Customer Service,Customer Service Representative,Bachelor,61883,Satisfactory,No,2003-06-06,
00-58096857,Michele,Chan,Female,Michigan,Warren,2020-07-04,Operations,Inventory Specialist,High School,60969,Satisfactory,No,1982-09-23,
00-19531256,James,Ramos,Male,New York,Buffalo,2021-04-13,Operations,Operations Analyst,Bachelor,77588,Satisfactory,No,2001-11-15,
00-81104791,David,Clark,Male,North Carolina,Greensboro,2019-03-26,IT,Software Developer,Bachelor,115215,Excellent,No,1988-03-29,
00-31636866,Tina,Haas,Male,New York,Rochester,2022-02-25,Operations,Inventory Specialist,High School,56127,Good,No,1987-03-15,
